expense_id,date,vendor_name,category,description,amount,payment_method
283,2025-11-10,Skincare Product Restock,Cost of Services (Clinical Supplies),Skincare Product Restock,366.81,Credit Card
284,2025-11-10,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,75.8,Credit Card
285,2025-11-10,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,2313.88,Bank Transfer
286,2025-11-10,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,57.18,Bank Transfer
287,2025-11-10,Wire Transfer Fee,Banking & Financial Fees,Wire Transfer Fee,25.4,Cash
288,2025-11-11,Medical Supply Wholesaler,Cost of Services (Clinical Supplies),Medical Supply Wholesaler,36.32,Credit Card
289,2025-11-11,Cloud Storage Plan,Software & Technology,Cloud Storage Plan,24.72,Business Debit
290,2025-11-11,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,502.09,Check
291,2025-11-12,Medical Supply Wholesaler,Cost of Services (Clinical Supplies),Medical Supply Wholesaler,1415.26,Cash
292,2025-11-13,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,134.68,Check
293,2025-11-14,Bank Monthly Fee,Banking & Financial Fees,Bank Monthly Fee,32.06,Cash
294,2025-11-14,Search Ads Platform,Marketing & Growth,Search Ads Platform,19.08,Bank Transfer
295,2025-11-14,Social Ads Platform,Marketing & Growth,Social Ads Platform,9.76,Business Debit
296,2025-11-15,Property Insurance Premium,Insurance,Property Insurance Premium,84.29,Check
297,2025-11-15,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,116.6,Bank Transfer
298,2025-11-16,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,263.43,Check
299,2025-11-16,HVAC Repair Co,"Repairs, Maintenance & Small Equipment",HVAC Repair Co,15.25,Bank Transfer
300,2025-11-17,Water & Sewer Utility,Occupancy Cost,Water & Sewer Utility,515.43,Cash
301,2025-11-17,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,114.3,Check
302,2025-11-17,Office Supply Co,Other/Non-Operating,Office Supply Co,1160.57,Bank Transfer
303,2025-11-18,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,1593.4,Business Debit
304,2025-11-18,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,284.02,Cash
305,2025-11-19,Social Ads Platform,Marketing & Growth,Social Ads Platform,152.71,Bank Transfer
306,2025-11-20,Referral Program Payout,Marketing & Growth,Referral Program Payout,896.64,Business Debit
307,2025-11-20,Disposable Clinic Supplies Co,Cost of Services (Clinical Supplies),Disposable Clinic Supplies Co,84.75,Cash
308,2025-11-21,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,121.54,Bank Transfer
309,2025-11-21,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,116.21,Business Debit
310,2025-11-22,Point-of-Sale Software,Software & Technology,Point-of-Sale Software,17.04,Business Debit
311,2025-11-22,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,355.23,Check
312,2025-11-22,Skincare Product Restock,Cost of Services (Clinical Supplies),Skincare Product Restock,84.8,Check
313,2025-11-22,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,628.58,Credit Card
314,2025-11-23,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,97.92,Check
315,2025-11-23,Referral Program Payout,Marketing & Growth,Referral Program Payout,13.33,Credit Card
316,2025-11-23,Disposable Clinic Supplies Co,Cost of Services (Clinical Supplies),Disposable Clinic Supplies Co,98.89,Business Debit
317,2025-11-23,Point-of-Sale Software,Software & Technology,Point-of-Sale Software,45.88,Check
318,2025-11-24,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,1427.63,Check
319,2025-11-24,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,997.69,Business Debit
320,2025-11-24,Break Room Supplies,Other/Non-Operating,Break Room Supplies,1182.09,Check
321,2025-11-24,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,509.66,Bank Transfer
322,2025-11-25,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,260.91,Business Debit
323,2025-11-25,General Store Purchase,Other/Non-Operating,General Store Purchase,127.35,Business Debit
324,2025-11-25,Social Ads Platform,Marketing & Growth,Social Ads Platform,26.0,Bank Transfer
325,2025-11-26,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,2291.83,Cash
326,2025-11-26,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,175.6,Bank Transfer
327,2025-11-26,Office Supply Co,Other/Non-Operating,Office Supply Co,117.86,Cash
328,2025-11-26,General Store Purchase,Other/Non-Operating,General Store Purchase,50.0,Check
329,2025-11-26,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,1814.79,Business Debit
330,2025-11-27,General Store Purchase,Other/Non-Operating,General Store Purchase,498.07,Cash
331,2025-11-27,Local Permit Office,Licensing & Compliance,Local Permit Office,593.49,Zelle
332,2025-11-28,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,706.59,Business Debit
333,2025-11-28,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,73.86,Cash
334,2025-11-29,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,136.69,Cash
335,2025-12-01,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,264.35,Cash
336,2025-12-01,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,47.4,Bank Transfer
337,2025-12-01,Social Ads Platform,Marketing & Growth,Social Ads Platform,8.66,Credit Card
338,2025-12-01,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,309.77,Business Debit
339,2025-12-02,Office Supply Co,Other/Non-Operating,Office Supply Co,18.12,Bank Transfer
340,2025-12-02,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,117.63,Zelle
341,2025-12-02,General Store Purchase,Other/Non-Operating,General Store Purchase,455.59,Credit Card
342,2025-12-02,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,916.51,Cash
343,2025-12-03,Search Ads Platform,Marketing & Growth,Search Ads Platform,16.04,Check
344,2025-12-03,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,72.79,Zelle
345,2025-12-03,General Store Purchase,Other/Non-Operating,General Store Purchase,96.49,Business Debit
346,2025-12-03,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,1068.14,Zelle
347,2025-12-03,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,594.81,Zelle
348,2025-12-04,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,77.58,Cash
349,2025-12-04,Social Ads Platform,Marketing & Growth,Social Ads Platform,13.69,Business Debit
350,2025-12-05,Break Room Supplies,Other/Non-Operating,Break Room Supplies,222.45,Zelle
351,2025-12-05,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,288.46,Business Debit
352,2025-12-06,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,299.02,Cash
353,2025-12-06,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,2376.03,Check
354,2025-12-06,Malpractice Insurance Premium,Insurance,Malpractice Insurance Premium,45.94,Cash
355,2025-12-07,Break Room Supplies,Other/Non-Operating,Break Room Supplies,903.48,Business Debit
356,2025-12-07,Bookkeeping Services,Professional Services,Bookkeeping Services,849.56,Business Debit
357,2025-12-07,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,18.29,Credit Card
358,2025-12-07,Financing Payment,Debt Services,Financing Payment,350.82,Business Debit
359,2025-12-07,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,369.07,Check
360,2025-12-08,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,687.1,Bank Transfer
361,2025-12-08,Search Ads Platform,Marketing & Growth,Search Ads Platform,19.3,Business Debit
362,2025-12-08,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,256.12,Check
363,2025-12-09,Merchant Processing Fee,Banking & Financial Fees,Merchant Processing Fee,24.68,Business Debit
364,2025-12-09,Equipment Loan Payment,Debt Services,Equipment Loan Payment,95.33,Business Debit
365,2025-12-09,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,179.16,Cash
366,2025-12-10,Disposable Clinic Supplies Co,Cost of Services (Clinical Supplies),Disposable Clinic Supplies Co,599.52,Bank Transfer
367,2025-12-10,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,74.57,Credit Card
368,2025-12-11,Merchant Processing Fee,Banking & Financial Fees,Merchant Processing Fee,24.81,Zelle
369,2025-12-11,Social Ads Platform,Marketing & Growth,Social Ads Platform,19.94,Cash
370,2025-12-11,Electric Utility Co,Occupancy Cost,Electric Utility Co,366.01,Business Debit
371,2025-12-11,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,1095.52,Check
372,2025-12-12,Point-of-Sale Software,Software & Technology,Point-of-Sale Software,13.2,Bank Transfer
373,2025-12-12,Booking Software Subscription,Software & Technology,Booking Software Subscription,3.27,Credit Card
374,2025-12-12,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,1715.82,Check
375,2025-12-13,Social Ads Platform,Marketing & Growth,Social Ads Platform,14.79,Credit Card
376,2025-12-13,Water & Sewer Utility,Occupancy Cost,Water & Sewer Utility,457.31,Business Debit
377,2025-12-13,Cloud Storage Plan,Software & Technology,Cloud Storage Plan,91.17,Check
378,2025-12-13,Legal Consultation,Professional Services,Legal Consultation,216.16,Credit Card
379,2025-12-13,Social Ads Platform,Marketing & Growth,Social Ads Platform,249.66,Bank Transfer
380,2025-12-14,Point-of-Sale Software,Software & Technology,Point-of-Sale Software,5.2,Zelle
381,2025-12-14,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,272.84,Credit Card
382,2025-12-14,Financing Payment,Debt Services,Financing Payment,243.99,Check
383,2025-12-14,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,949.27,Check
384,2025-12-16,Merchant Processing Fee,Banking & Financial Fees,Merchant Processing Fee,24.07,Check
385,2025-12-16,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,69.11,Bank Transfer
386,2025-12-17,General Store Purchase,Other/Non-Operating,General Store Purchase,14.67,Check
387,2025-12-17,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,247.67,Bank Transfer
388,2025-12-18,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,174.77,Cash
389,2025-12-18,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,200.24,Bank Transfer
390,2025-12-18,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,96.88,Check
391,2025-12-19,Skincare Product Restock,Cost of Services (Clinical Supplies),Skincare Product Restock,62.81,Business Debit
392,2025-12-19,Skincare Product Restock,Cost of Services (Clinical Supplies),Skincare Product Restock,105.99,Bank Transfer
393,2025-12-19,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,308.89,Bank Transfer
394,2025-12-20,Point-of-Sale Software,Software & Technology,Point-of-Sale Software,18.64,Credit Card
395,2025-12-20,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,507.41,Zelle
396,2025-12-20,Search Ads Platform,Marketing & Growth,Search Ads Platform,9.96,Cash
397,2025-12-20,CAM Fee,Occupancy Cost,CAM Fee,865.6,Credit Card
398,2025-12-21,Point-of-Sale Software,Software & Technology,Point-of-Sale Software,7.9,Credit Card
399,2025-12-21,Search Ads Platform,Marketing & Growth,Search Ads Platform,6.58,Zelle
400,2025-12-21,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,339.19,Bank Transfer
401,2025-12-21,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,1202.99,Check
402,2025-12-23,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,810.46,Business Debit
403,2025-12-23,Booking Software Subscription,Software & Technology,Booking Software Subscription,5.34,Zelle
404,2025-12-23,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,302.68,Credit Card
405,2025-12-24,Merchant Processing Fee,Banking & Financial Fees,Merchant Processing Fee,26.23,Business Debit
406,2025-12-24,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,330.82,Cash
407,2025-12-24,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,566.54,Check
408,2025-12-24,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,78.51,Business Debit
409,2025-12-24,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,20.11,Cash
410,2025-12-25,General Store Purchase,Other/Non-Operating,General Store Purchase,115.13,Business Debit
411,2025-12-25,Equipment Loan Payment,Debt Services,Equipment Loan Payment,79.91,Bank Transfer
412,2025-12-25,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,579.68,Check
413,2025-12-25,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,306.8,Cash
414,2025-12-26,Break Room Supplies,Other/Non-Operating,Break Room Supplies,92.96,Business Debit
415,2025-12-26,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,274.86,Bank Transfer
416,2025-12-26,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,979.73,Business Debit
417,2025-12-26,Office Supply Co,Other/Non-Operating,Office Supply Co,1327.37,Business Debit
418,2025-12-27,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,22.82,Credit Card
419,2025-12-27,Suite Rent - Main Location,Occupancy Cost,Suite Rent - Main Location,963.35,Bank Transfer
420,2025-12-27,Booking Software Subscription,Software & Technology,Booking Software Subscription,17.89,Business Debit
421,2025-12-28,Search Ads Platform,Marketing & Growth,Search Ads Platform,11.3,Business Debit
422,2025-12-28,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,119.8,Business Debit
423,2025-12-29,Cloud Storage Plan,Software & Technology,Cloud Storage Plan,5.81,Check
424,2025-12-29,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,272.5,Check
425,2025-12-29,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,308.75,Bank Transfer
426,2025-12-29,Tax Prep Services,Professional Services,Tax Prep Services,231.72,Cash
427,2025-12-30,Financing Payment,Debt Services,Financing Payment,227.94,Check
428,2025-12-30,General Store Purchase,Other/Non-Operating,General Store Purchase,47.88,Business Debit
429,2025-12-30,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,171.66,Zelle
430,2025-12-30,Scheduling App Fee,Software & Technology,Scheduling App Fee,12.21,Business Debit
431,2025-12-30,Scheduling App Fee,Software & Technology,Scheduling App Fee,15.06,Zelle
432,2025-12-31,Search Ads Platform,Marketing & Growth,Search Ads Platform,37.56,Check
433,2025-12-31,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,271.34,Zelle
434,2025-12-31,Office Supply Co,Other/Non-Operating,Office Supply Co,98.48,Business Debit
435,2026-01-01,Skincare Product Restock,Cost of Services (Clinical Supplies),Skincare Product Restock,1230.66,Check
436,2026-01-01,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,128.15,Zelle
437,2026-01-02,Booking Software Subscription,Software & Technology,Booking Software Subscription,5.22,Cash
438,2026-01-02,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,1185.75,Cash
439,2026-01-02,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,214.96,Check
440,2026-01-04,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,281.95,Zelle
441,2026-01-04,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,41.98,Credit Card
442,2026-01-04,Suite Rent - Main Location,Occupancy Cost,Suite Rent - Main Location,588.68,Credit Card
443,2026-01-05,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,360.58,Bank Transfer
444,2026-01-05,Referral Program Payout,Marketing & Growth,Referral Program Payout,22.05,Bank Transfer
445,2026-01-05,Break Room Supplies,Other/Non-Operating,Break Room Supplies,71.67,Business Debit
446,2026-01-06,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,381.03,Cash
447,2026-01-06,Social Ads Platform,Marketing & Growth,Social Ads Platform,18.16,Zelle
448,2026-01-06,Social Ads Platform,Marketing & Growth,Social Ads Platform,19.6,Zelle
449,2026-01-06,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,98.18,Business Debit
450,2026-01-06,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,254.88,Check
451,2026-01-06,Facility Repair Co,"Repairs, Maintenance & Small Equipment",Facility Repair Co,47.62,Business Debit
452,2026-01-07,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,265.17,Check
453,2026-01-07,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,20.69,Cash
454,2026-01-08,Referral Program Payout,Marketing & Growth,Referral Program Payout,15.72,Zelle
455,2026-01-08,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,655.14,Check
456,2026-01-08,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,233.22,Cash
457,2026-01-08,General Store Purchase,Other/Non-Operating,General Store Purchase,56.77,Check
458,2026-01-09,Cloud Storage Plan,Software & Technology,Cloud Storage Plan,37.26,Bank Transfer
459,2026-01-09,Wire Transfer Fee,Banking & Financial Fees,Wire Transfer Fee,218.62,Cash
460,2026-01-09,CAM Fee,Occupancy Cost,CAM Fee,536.42,Cash
461,2026-01-10,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,9.67,Zelle
462,2026-01-10,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,981.62,Business Debit
463,2026-01-11,Disposable Clinic Supplies Co,Cost of Services (Clinical Supplies),Disposable Clinic Supplies Co,729.03,Bank Transfer
464,2026-01-11,Referral Program Payout,Marketing & Growth,Referral Program Payout,5.89,Credit Card
465,2026-01-12,Booking Software Subscription,Software & Technology,Booking Software Subscription,61.11,Bank Transfer
466,2026-01-13,Equipment Loan Payment,Debt Services,Equipment Loan Payment,315.12,Credit Card
467,2026-01-13,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,156.59,Cash
468,2026-01-13,Search Ads Platform,Marketing & Growth,Search Ads Platform,585.62,Cash
469,2026-01-14,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,633.19,Check
470,2026-01-14,Small Tools Purchase,"Repairs, Maintenance & Small Equipment",Small Tools Purchase,919.89,Cash
471,2026-01-15,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,139.3,Business Debit
472,2026-01-15,General Store Purchase,Other/Non-Operating,General Store Purchase,40.53,Business Debit
473,2026-01-16,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,1112.0,Business Debit
474,2026-01-17,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,106.87,Credit Card
475,2026-01-17,Equipment Loan Payment,Debt Services,Equipment Loan Payment,376.56,Bank Transfer
476,2026-01-17,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,112.05,Bank Transfer
477,2026-01-17,Referral Program Payout,Marketing & Growth,Referral Program Payout,666.16,Bank Transfer
478,2026-01-17,Scheduling App Fee,Software & Technology,Scheduling App Fee,3.28,Bank Transfer
479,2026-01-17,Financing Payment,Debt Services,Financing Payment,135.09,Cash
480,2026-01-18,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,262.22,Check
481,2026-01-18,Scheduling App Fee,Software & Technology,Scheduling App Fee,6.89,Credit Card
482,2026-01-19,Wire Transfer Fee,Banking & Financial Fees,Wire Transfer Fee,14.97,Cash
483,2026-01-20,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,311.32,Credit Card
484,2026-01-20,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,320.56,Check
485,2026-01-20,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,330.6,Zelle
486,2026-01-21,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,304.38,Bank Transfer
487,2026-01-21,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,78.21,Business Debit
488,2026-01-21,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,781.21,Bank Transfer
489,2026-01-22,Bank Monthly Fee,Banking & Financial Fees,Bank Monthly Fee,521.37,Check
490,2026-01-23,Line of Credit Interest,Debt Services,Line of Credit Interest,1407.56,Zelle
491,2026-01-23,Cloud Storage Plan,Software & Technology,Cloud Storage Plan,143.0,Zelle
492,2026-01-24,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,508.0,Cash
493,2026-01-24,Disposable Clinic Supplies Co,Cost of Services (Clinical Supplies),Disposable Clinic Supplies Co,107.13,Credit Card
494,2026-01-24,Medical Supply Wholesaler,Cost of Services (Clinical Supplies),Medical Supply Wholesaler,453.8,Business Debit
495,2026-01-24,Bank Monthly Fee,Banking & Financial Fees,Bank Monthly Fee,6.36,Credit Card
496,2026-01-24,Search Ads Platform,Marketing & Growth,Search Ads Platform,696.73,Check
497,2026-01-24,Equipment Tune-Up Service,"Repairs, Maintenance & Small Equipment",Equipment Tune-Up Service,37.29,Credit Card
498,2026-01-24,General Store Purchase,Other/Non-Operating,General Store Purchase,2487.58,Check
499,2026-01-25,Referral Program Payout,Marketing & Growth,Referral Program Payout,20.66,Credit Card
500,2026-01-25,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,3390.95,Cash
501,2026-01-25,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,823.99,Check
502,2026-01-26,Referral Program Payout,Marketing & Growth,Referral Program Payout,13.76,Credit Card
503,2026-01-27,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,45.05,Credit Card
504,2026-01-27,Referral Program Payout,Marketing & Growth,Referral Program Payout,598.4,Zelle
505,2026-01-27,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,285.29,Check
506,2026-01-28,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,265.52,Credit Card
507,2026-01-28,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,614.2,Check
508,2026-01-30,Skincare Product Restock,Cost of Services (Clinical Supplies),Skincare Product Restock,20.04,Check
509,2026-01-31,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,586.29,Check
510,2026-02-01,General Store Purchase,Other/Non-Operating,General Store Purchase,243.98,Bank Transfer
511,2026-02-01,Break Room Supplies,Other/Non-Operating,Break Room Supplies,5.68,Check
512,2026-02-02,Facility Repair Co,"Repairs, Maintenance & Small Equipment",Facility Repair Co,1018.69,Business Debit
513,2026-02-02,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,826.11,Credit Card
514,2026-02-03,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,366.34,Check
515,2026-02-03,Financing Payment,Debt Services,Financing Payment,468.41,Credit Card
516,2026-02-03,Point-of-Sale Software,Software & Technology,Point-of-Sale Software,80.53,Business Debit
517,2026-02-04,CAM Fee,Occupancy Cost,CAM Fee,708.94,Bank Transfer
518,2026-02-05,Search Ads Platform,Marketing & Growth,Search Ads Platform,20.47,Cash
519,2026-02-05,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,449.91,Bank Transfer
520,2026-02-05,Referral Program Payout,Marketing & Growth,Referral Program Payout,14.87,Zelle
521,2026-02-05,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,228.2,Business Debit
522,2026-02-06,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,298.53,Cash
523,2026-02-06,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,74.05,Zelle
524,2026-02-06,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,10.94,Zelle
525,2026-02-06,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,138.4,Cash
526,2026-02-07,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,855.69,Cash
527,2026-02-08,General Store Purchase,Other/Non-Operating,General Store Purchase,496.46,Check
528,2026-02-08,General Store Purchase,Other/Non-Operating,General Store Purchase,1812.58,Business Debit
529,2026-02-09,Booking Software Subscription,Software & Technology,Booking Software Subscription,42.39,Cash
530,2026-02-09,Break Room Supplies,Other/Non-Operating,Break Room Supplies,107.16,Check
531,2026-02-09,Water & Sewer Utility,Occupancy Cost,Water & Sewer Utility,1567.86,Business Debit
532,2026-02-10,Medical Supply Wholesaler,Cost of Services (Clinical Supplies),Medical Supply Wholesaler,53.66,Business Debit
533,2026-02-11,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,162.5,Business Debit
534,2026-02-11,Tax Prep Services,Professional Services,Tax Prep Services,1175.3,Cash
535,2026-02-12,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,358.03,Cash
536,2026-02-12,Search Ads Platform,Marketing & Growth,Search Ads Platform,318.43,Zelle
537,2026-02-12,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,229.81,Credit Card
538,2026-02-12,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,32.8,Zelle
539,2026-02-12,Professional Certification Fee,Licensing & Compliance,Professional Certification Fee,177.13,Credit Card
540,2026-02-13,Break Room Supplies,Other/Non-Operating,Break Room Supplies,284.19,Credit Card
541,2026-02-13,Break Room Supplies,Other/Non-Operating,Break Room Supplies,102.99,Check
542,2026-02-13,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,412.4,Zelle
543,2026-02-14,Referral Program Payout,Marketing & Growth,Referral Program Payout,14.99,Cash
544,2026-02-14,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,1706.76,Bank Transfer
545,2026-02-14,Malpractice Insurance Premium,Insurance,Malpractice Insurance Premium,440.76,Credit Card
546,2026-02-14,Break Room Supplies,Other/Non-Operating,Break Room Supplies,58.8,Bank Transfer
547,2026-02-15,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,31.43,Credit Card
548,2026-02-15,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,264.73,Credit Card
549,2026-02-15,Tax Prep Services,Professional Services,Tax Prep Services,315.15,Cash
550,2026-02-15,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,71.86,Check
551,2026-02-16,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,1191.6,Business Debit
552,2026-02-16,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,421.83,Business Debit
553,2026-02-17,Professional Certification Fee,Licensing & Compliance,Professional Certification Fee,29.92,Zelle
554,2026-02-18,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,261.99,Bank Transfer
555,2026-02-18,Bank Monthly Fee,Banking & Financial Fees,Bank Monthly Fee,505.09,Business Debit
556,2026-02-19,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,928.85,Zelle
557,2026-02-19,Office Supply Co,Other/Non-Operating,Office Supply Co,5.39,Zelle
558,2026-02-20,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,2143.25,Cash
559,2026-02-20,Bank Monthly Fee,Banking & Financial Fees,Bank Monthly Fee,22.76,Bank Transfer
560,2026-02-20,Social Ads Platform,Marketing & Growth,Social Ads Platform,17.57,Cash
561,2026-02-21,Scheduling App Fee,Software & Technology,Scheduling App Fee,120.73,Business Debit
562,2026-02-21,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,259.46,Bank Transfer
563,2026-02-21,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,54.71,Business Debit
564,2026-02-22,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,544.96,Credit Card
565,2026-02-22,Bank Monthly Fee,Banking & Financial Fees,Bank Monthly Fee,8.48,Zelle
566,2026-02-22,Office Supply Co,Other/Non-Operating,Office Supply Co,78.04,Check
567,2026-02-22,Office Supply Co,Other/Non-Operating,Office Supply Co,75.17,Bank Transfer
568,2026-02-23,Cloud Storage Plan,Software & Technology,Cloud Storage Plan,7.94,Zelle
569,2026-02-23,Scheduling App Fee,Software & Technology,Scheduling App Fee,30.36,Business Debit
